unit_id,source_file,speaker,start_line,end_line,text,descriptive_codes,interpretive_codes,modality,constructs
U1887-1,Master Interviews Transcripts.txt,Anna,3669,3669,"And when would you prefer human only, no AI?",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1888-1,Master Interviews Transcripts.txt,Pierre,3670,3670,"When it is about identity, like what kind of life I want, what kind of work environment. Also when I feel emotional, like fear. AI responses feel flat.",ai tool usage; emotional support,emotional support is limited,ai,emotional support
U1888-2,Master Interviews Transcripts.txt,Pierre,3670,3670,A human can respond to emotion.,human coaching experience,interpretive context,human,general
U1889-1,Master Interviews Transcripts.txt,Anna,3671,3671,"You said earlier you worry about startup credibility later. If a mentor says, this startup is good, it will not hurt your CV, would that reduce your anxiety?",cv wording; human coaching experience; ai tool usage,ethics and honesty shape trust,hybrid,ethics
U1890-1,Master Interviews Transcripts.txt,Pierre,3672,3672,"Yes, because it gives me an external validation. But I also know mentors can be biased. So I would want multiple signals.",human coaching experience,interpretive context,human,general
U1890-2,Master Interviews Transcripts.txt,Pierre,3672,3672,"Still, it helps.",general career context,interpretive context,general,general
U1891-1,Master Interviews Transcripts.txt,Anna,3673,3673,"In your ideal hybrid, how would trust be built?",trust/safety experience; hybrid preference,interpretive context,hybrid,trust
U1892-1,Master Interviews Transcripts.txt,Pierre,3674,3674,"For the human, through competence and honesty. For AI, through consistency and transparency. Like, it shows where information comes from, it admits limits, it does not hallucinate.",human coaching experience; ai tool usage,interpretive context,hybrid,general
U1892-2,Master Interviews Transcripts.txt,Pierre,3674,3674,"And maybe it can show examples of people with similar profiles, anonymized, like paths. That would increase trust.",privacy concern; trust/safety experience,privacy caution limits disclosure,general,trust; privacy
U1893-1,Master Interviews Transcripts.txt,Anna,3675,3675,And how would you know it is effective?,perceived effectiveness,interpretive context,general,effectiveness
U1894-1,Master Interviews Transcripts.txt,Pierre,3676,3677,"If I get clearer targets, like I can name three roles and three types of companies. If I improve my portfolio and get interviews. If I feel less stuck.",portfolio/case study feedback,interpretive context,general,general
U1894-2,Master Interviews Transcripts.txt,Pierre,3676,3677,If I can take actions weekly. And if I feel my story is coherent. 9.,actionability/structure,effectiveness equals actionability,general,actionability
U1894-3,Master Interviews Transcripts.txt,Pierre,3676,3677,Closing,general career context,interpretive context,general,general
U1895-1,Master Interviews Transcripts.txt,Anna,3678,3678,"Before we close, is there anything important about your experience with human mentoring or AI tools for career support that we did not cover?",human coaching experience; ai tool usage; emotional support,interpretive context,hybrid,general
U1896-1,Master Interviews Transcripts.txt,Pierre,3679,3679,"Maybe one thing. In hardware, the stakes are different. Like, mistakes cost money and time.",general career context,interpretive context,general,general
U1896-2,Master Interviews Transcripts.txt,Pierre,3679,3679,"So career advice also needs to respect that. AI tools often feel like software mindset. But hardware is slower, and that is okay.",ai tool usage,interpretive context,ai,general
U1896-3,Master Interviews Transcripts.txt,Pierre,3679,3679,"So for me, the right support is not to say, move fast and break things. It is more like, move with intention.",emotional support,interpretive context,general,general
U1897-1,Master Interviews Transcripts.txt,Anna,3680,3680,That is a really clear point. Anything else?,general career context,interpretive context,general,general
U1898-1,Master Interviews Transcripts.txt,Pierre,3681,3681,"Also Stuttgart is special. It is not the most sexy startup city, but there are good companies. The path can be hybrid too.",hybrid preference,interpretive context,hybrid,general
U1898-2,Master Interviews Transcripts.txt,Pierre,3681,3681,"Like corporate innovation teams, or startups connected to corporates. So I am exploring that.",general career context,interpretive context,general,general
U1899-1,Master Interviews Transcripts.txt,Anna,3682,3682,"Great. Thank you, Pierre. Last check, are you still comfortable with everything we discussed being used anonymously for research?",privacy concern; emotional support,privacy caution limits disclosure; emotional support is limited,general,privacy; emotional support
U1900-1,Master Interviews Transcripts.txt,Pierre,3683,3683,"Yes, totally.",general career context,interpretive context,general,general
U1901-1,Master Interviews Transcripts.txt,Anna,3684,3684,Perfect. Thanks again for your time. I will stop the recording now.,ai tool usage,interpretive context,ai,general
U1902-1,Master Interviews Transcripts.txt,Anna,3693,3693,"Hi Noura, can you hear me well?",general career context,interpretive context,general,general
U1903-1,Master Interviews Transcripts.txt,Noura,3694,3694,"Yes, I can hear you. Can you hear me?",general career context,interpretive context,general,general
U1904-1,Master Interviews Transcripts.txt,Anna,3695,3695,"Yes, perfectly. Thanks for joining. Before we start, I want to check consent.",general career context,interpretive context,general,general
U1904-2,Master Interviews Transcripts.txt,Anna,3695,3695,"Is it okay if I record this interview? The recording is only for transcription. Everything will be anonymised, and you can skip any question.",privacy concern,privacy caution limits disclosure,general,privacy
U1905-1,Master Interviews Transcripts.txt,Noura,3696,3696,"Yes, that is okay. You can record.",general career context,interpretive context,general,general
U1906-1,Master Interviews Transcripts.txt,Anna,3697,3697,"Great. And just to remind you, if anything feels uncomfortable, you can say pass, or we can pause. Any topics you would prefer not to discuss?",emotional support,emotional support is limited,general,emotional support
U1907-1,Master Interviews Transcripts.txt,Noura,3698,3698,"Eehm, no, I think it is fine. Maybe not too many details about my company name, but otherwise okay.",ai tool usage,interpretive context,ai,general
U1908-1,Master Interviews Transcripts.txt,Anna,3699,3699,Absolutely. We will keep it general. Could you also confirm your age and that you are based in Germany?,language barrier; context sensitivity,human adds nuance and context,general,context
U1909-1,Master Interviews Transcripts.txt,Noura,3700,3700,"Yes. I am 23, and I live in Düsseldorf.",general career context,interpretive context,general,general
U1910-1,Master Interviews Transcripts.txt,Anna,3701,3701,Perfect. Then we can start.,general career context,interpretive context,general,general
U1911-1,Master Interviews Transcripts.txt,Anna,3706,3706,"To begin, where are you currently in your career, and what career decisions or questions are you facing, or recently faced?",general career context,interpretive context,general,general
U1912-1,Master Interviews Transcripts.txt,Noura,3707,3707,"Okay. Um, so I am finishing my Ausbildung, and at the same time I do part-time studies, business administration. It is one of those dual-ish paths, but not the classic duales Studium, it is more like, Ausbildung in the company and then evening classes, weekend classes.",general career context,interpretive context,general,general
U1912-2,Master Interviews Transcripts.txt,Noura,3707,3707,"So it is a lot. I work as HR coordinator in a mid-size company here in Düsseldorf. We are like, not a startup, more like, established, maybe around 700 employees in Germany, and then also some international locations.",language barrier; context sensitivity,human adds nuance and context,general,context
U1913-1,Master Interviews Transcripts.txt,Anna,3708,3708,And your Ausbildung is in which occupation?,general career context,interpretive context,general,general
U1914-1,Master Interviews Transcripts.txt,Noura,3709,3709,"It is Kauffrau für Büromanagement, but I am placed in HR. So my official apprenticeship title is office management, but practically I am in HR operations. I chose it because I wanted something stable and also because my grades after school were okay, but I was not sure yet what I want to do long-term.",general career context,interpretive context,general,general
